number,type,title,body,agent
3611,perf,Improve Racket backend formatting,"## Summary
- pretty-print generated Racket code with `raco fmt`
- regenerate Racket compiler golden files with formatting improvements

## Testing
- `go test ./compile/x/rkt -tags slow -run TestRacketCompiler_GoldenOutput -update`

------
https://chatgpt.com/codex/tasks/task_e_685e22cc02d08320ac820d2f1a8256a9",OpenAI_Codex
932,perf,Improve run output display,"## Summary
- avoid printing skipped tasks in run output
- show success tick when only skips occur

## Testing
- `go test ./cmd/... -run TestNonExisting -count=1`

------
https://chatgpt.com/codex/tasks/task_e_687fc4a743a0832bb96f3c2b63a79c67",OpenAI_Codex
4340,perf,Enable vm group append for tpc-ds,"## Summary
- update group append logic in `runtime/vm` to avoid unnecessary slice copies
- refresh golden IR output for TPC‑DS query q63

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_686331ccc148832089976c24064a1e30",OpenAI_Codex
18,perf,Update benchmarks to run only Mochi,"## Summary
- update runner to only execute Mochi templates
- build mochi path detection and skip matrix_mul
- add `bench` command to Makefile
- fix mutability in benchmark templates

## Testing
- `go test ./...`
- `make bench`

------
https://chatgpt.com/codex/tasks/task_e_683fcea927308320805c6ba4918d76f2",OpenAI_Codex
59,perf,Adjust benchmark units to microseconds,"## Summary
- switch benchmark templates from milliseconds to microseconds
- update runner to handle `duration_us` and display µs
- regenerate benchmark outputs and markdown

## Testing
- `make bench`

------
https://chatgpt.com/codex/tasks/task_e_68406f873bdc8320aceda5eda15aac64",OpenAI_Codex
9329,perf,Lua compiler improvements,"## Summary
- optimize Lua compiler to skip helper calls when indexing simple lists or strings
- update runtime boolean printing to match golden expectations
- regenerate Lua machine outputs
- note new capabilities in Lua machine README

## Testing
- `go test -tags slow ./compiler/x/lua -run VMValid_Golden` *(fails: 73 passed, 27 failed)*

------
https://chatgpt.com/codex/tasks/task_e_6878e44977a88320a02aad168cf0272c",OpenAI_Codex
41,perf,Optimize runtime helpers,"## Prompt

Now, update Mochi to Go and Typescript compiler, only include runtime functions if it is used.

## Summary
- add a helper usage tracker to both Go and TypeScript compilers
- emit runtime helper functions only when they are referenced
- update golden outputs for compilers

## Testing
- `go test ./...`


------
https://chatgpt.com/codex/tasks/task_e_684046acbe508320bf04b4aa052d4872",OpenAI_Codex
7751,perf,Improve Java compiler string concatenation,"## Summary
- enhance Java backend to use `StringBuilder` when translating string concatenations
- add new follow-up items to Java machine README

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_6870f08bdb6083208d78e4956c95bd2a",OpenAI_Codex
74,perf,Improve method inlining,"## Summary
- inline `Equals`, `GetHashCode`, and `ToString` to allow aggressive JIT inlining
- use `MethodImplOptions.AggressiveInlining` in core structs

## Testing
- `dotnet test tests/LightResults.Tests/LightResults.Tests.csproj -f net8.0`

------
https://chatgpt.com/codex/tasks/task_e_686d8fcbc58c832884b3f73dcd0a4192",OpenAI_Codex
75,perf,Optimize metadata dictionary,"## Summary
- specialize the single item dictionary for metadata
- update error and result helpers to use the new type

## Testing
- `dotnet test tests/LightResults.Tests/LightResults.Tests.csproj -f net9.0`

------
https://chatgpt.com/codex/tasks/task_e_686d915e80f0832882617ad202f51a08",OpenAI_Codex
12900,perf,Update PHP benchmark logic,"## Summary
- avoid MOCHI_NOW_SEED when benchmarking PHP rosetta programs so timing is real
- regenerate benchmark result for program 1
- update README, TASKS, and rosetta checklist timestamp

## Testing
- `MOCHI_ROSETTA_INDEX=1 MOCHI_BENCHMARK=1 go test ./transpiler/x/php -run Rosetta -count=1 -tags=slow`
- `UPDATE=1 MOCHI_ROSETTA_INDEX=1 MOCHI_BENCHMARK=1 go test ./transpiler/x/php -run Rosetta -count=1 -tags=slow`


------
https://chatgpt.com/codex/tasks/task_e_6882e86aa2e48320a2b2f8b9e05c0742",OpenAI_Codex
43,perf,Optimize role flattening,"## Summary
- refactor role-flattening logic to reduce array allocations
- precompute permission maps and glob lists in a single pass
- aggressively refactor permission lookup paths for performance
- update benchmark numbers

## Testing
- `npm run build`
- `npm test`
- `npm run bench`


------
https://chatgpt.com/codex/tasks/task_e_6845d8686838832587ccb3284e7c93a0",OpenAI_Codex
7004,perf,Optimize joins in Go backend,"## Summary
- improve join logic in `compiler/x/go` runtime

## Testing
- `go test ./compiler/x/go -tags slow` *(fails: cannot use _ as value or type)*

------
https://chatgpt.com/codex/tasks/task_e_686ec3cf542483208262312e9f190dbb",OpenAI_Codex
82,perf,Improve behavior library performance,"## Summary
- add a HashSet to BehaviorCollection for quicker duplicate checks
- clear the set during detach/reset
- reuse behavior collection in Interaction event handlers
- preallocate results list in Interaction.ExecuteActions

## Testing
- `dotnet test --no-build` *(fails: `dotnet` not found)*",OpenAI_Codex
13334,perf,core: enhance log formatting in node,Hopefully improves circleci output readability,OpenAI_Codex
1429,perf,Optimize logits worker I/O,"## Summary
- cut per-element conversions in sliding logits worker
- store logits batches as record batches in Parquet
- compute log-probs on device before moving tensors to CPU

## Testing
- `pre-commit run --files marin/generation/sliding_logits.py` *(fails: command not found)*
- `pytest -q` *(fails: ModuleNotFoundError: No module named 'ray')*

------
https://chatgpt.com/codex/tasks/task_e_6867227b07bc8327916802ace9a0cc74",OpenAI_Codex
11961,perf,Improve Prolog transpiler constant folding,"## Summary
- enable constant folding for `str()` calls
- better emitting for `str()` expressions
- fold string concatenation
- update generated Rosetta outputs and checklist

## Testing
- `go test ./transpiler/x/pl -run Rosetta -tags slow -count=1` *(fails: unsupported features)*

------
https://chatgpt.com/codex/tasks/task_e_687f7319182c83208de8db41999758f1",OpenAI_Codex
4084,perf,Improve VM sum handling,"## Summary
- speed up `sum` on groups by checking the stored count
- regenerate TPC-DS q1 IR
- clarify q1 dataset comments

## Testing
- `go test ./tests/vm -tags slow -run TestVM_TPCDS/q1.mochi -v`

------
https://chatgpt.com/codex/tasks/task_e_68621ea9039483208f671c2955bca4c8",OpenAI_Codex
212,perf,Improve WhatsAppCleanerViewModel thread usage,"## Summary
- avoid collecting DataStore flows on IO threads
- offload heavy sorting in WhatsApp details view model to `Dispatchers.Default`
- remove redundant IO dispatcher when saving grid preference

## Testing
- `./gradlew lint` *(fails: SDK location not found)*

------
https://chatgpt.com/codex/tasks/task_e_687caade7cec832db8771f18db8554b7",OpenAI_Codex
1056,perf,Improve sample_lm generation,"## Summary
- jit-loop the autoregressive decode in `sample_lm`
- remove unused timing logic

## Testing
- `pre-commit run --all-files`

------
https://chatgpt.com/codex/tasks/task_e_6872fb5b14248331a6da4edac2e82635",OpenAI_Codex
484,perf,Improve iterator type inference,"## Summary
- infer `map` iteration more effectively in Go/TS/Python compilers
- regenerate Python compiler golden outputs after loop change

## Testing
- `go test ./compile/py -run TestPyCompiler_GoldenOutput -update`
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_684bef46dc308320b5654a8fb63738e0",OpenAI_Codex
2262,perf,Optimize loops by caching length,"## Summary
- optimize loops in `Bytes::to_array` and `Bytes` addition
- reduce `length()` calls in array reversal functions
- cache size in `Deque::to_array`

## Testing
- `moon fmt`
- `moon info`
- `moon check --verbose`
- `moon test`

------
https://chatgpt.com/codex/tasks/task_e_684ae1d2a7d483209a8fab3f9a02c07b",OpenAI_Codex
219,perf,Optimize duplicate detection,"## Summary
- add config flag to toggle duplicate scanning
- support partial MD5 hashing for large files
- remove duplicate scan cancellation logic
- use partial hashing in duplicate utilities and scanning
- use setting in worker and repository when checking duplicates

## Testing
- `./gradlew help`
- `./gradlew assembleDebug` *(fails: SDK location not found)*

------
https://chatgpt.com/codex/tasks/task_e_688137cdeac0832dbee4584fd3de9cfc",OpenAI_Codex
1562,perf,Improve numpy usage,"## Summary
- vectorize kernel regression computations
- streamline epanechnikov kernel
- use numpy indexing to get interest rates
- evaluate polynomials with `np.polyval`
- eliminate loops in idiosyncratic-shock consumer functions
- use boolean arrays directly in `core.AgentType`

## Testing
- `ruff check --fix HARK/core.py HARK/ConsumptionSaving/ConsIndShockModel.py`
- `pytest -n auto` *(fails: KeyboardInterrupt)*",OpenAI_Codex
42,perf,Improve query update performance,"## Summary
- optimize `Entity.destroy` to loop only through active components
- map queries by component for targeted updates
- update world to supply component manager to query manager
- enhance `QueryManager.resetEntity` efficiency
- add integration tests for new query manager behavior

## Testing
- `npm run format`
- `npm run build`
- `npm run test`
",OpenAI_Codex
7246,perf,Improve Lua compiler output,"## Summary
- update Lua compiler to generate inline print helpers instead of using `__print`
- sort map keys in Lua for loops for deterministic output

## Testing
- `go test ./compiler/x/lua -run TestLuaCompiler_ValidPrograms/right_join -tags slow -count=1`
- `go test ./compiler/x/lua -run TestLuaCompiler_ValidPrograms/basic_compare -tags slow -count=1`


------
https://chatgpt.com/codex/tasks/task_e_686f76439cc88320a198afdb8c5076cf",OpenAI_Codex
6520,perf,Improve Go join compilation,"## Summary
- improve go query compiler: detect simple left joins so helper is skipped
- regenerate `left_join.go`
- note new join behaviour in Go machine README

## Testing
- `go test ./compiler/x/go -tags slow`
- `go test ./compiler/x/go -tags slow -run TestGoCompiler_ValidPrograms/left_join`


------
https://chatgpt.com/codex/tasks/task_e_686dc2fa08ac8320bece11662d1b2a58",OpenAI_Codex
6522,perf,Improve Elixir compiler join handling,"## Summary
- generate joins without runtime helper when possible
- print using `inspect` for better map handling
- update Elixir machine outputs

## Testing
- `go test -tags slow ./compiler/x/ex`

------
https://chatgpt.com/codex/tasks/task_e_686dc356b9d88320b85caae44d3a9d14",OpenAI_Codex
10448,perf,Improve Ruby transpiler output,"## Summary
- adjust `AvgExpr` to use integer division
- simplify `convertPrintCall` so booleans print as `true`/`false`
- update golden results for the affected tests
- add progress entry in `TASKS.md`
- update VM expected output for `map_literal_dynamic`

## Testing
- `go test -tags=slow ./transpiler/x/rb -count=1`

------
https://chatgpt.com/codex/tasks/task_e_687c4c6fe2848320b0a0ff3db91750de",OpenAI_Codex
2265,perf,Improve list rev_fold performance,"## Summary
- avoid array allocation in list `rev_fold`
- implement direct recursion for `rev_foldi`
- run `moon fmt` and `moon info`

## Testing
- `moon fmt`
- `moon info`

------
https://chatgpt.com/codex/tasks/task_e_684b84f0d1148320bbfa1f922c8f1f42",OpenAI_Codex
65,perf,Optimize result equality,"## Summary
- reduce copies when comparing Result structs by passing parameters as `in`

## Testing
- `dotnet build LightResults.sln`
- `dotnet test tests/LightResults.Tests/LightResults.Tests.csproj -f net9.0`


------
https://chatgpt.com/codex/tasks/task_e_686d813a77988328876d2bdcbfb284a7",OpenAI_Codex
6256,perf,Improve Zig compiler output,"## Summary
- make integer literals render without Zig casts
- remove unused math import

## Testing
- `go test ./compiler/x/zig -run TestZigCompiler_ValidPrograms/basic_compare -tags slow -count=1`

------
https://chatgpt.com/codex/tasks/task_e_686c75d257f883208fbc3a3daff2edd7",OpenAI_Codex
7896,perf,[PoC] Build tag for lightweight test build,"Build tag that removes the 3 dependencies from the test binary:

- github.com/aws/aws-sdk-go
- cloud.google.com/go
- github.com/jackc/pgx

**Before: ~13.6s build time**

```
hyperfine --warmup 1 ""rm -f test_binary && go test -tags test_dep -count=1 -c -o test_binary ./tests""    

Benchmark 1: rm -f test_binary && go test -tags test_dep -count=1 -c -o test_binary ./tests
  Time (mean ± σ):     13.616 s ±  0.215 s    [User: 13.757 s, System: 3.726 s]
  Range (min … max):   13.269 s … 14.046 s    10 runs
```


**After: ~9.3s build time**

```
hyperfine --warmup 1 ""rm -f test_binary && go test -tags test_dep,lite -count=1 -c -o test_binary ./tests""

Benchmark 1: rm -f test_binary && go test -tags test_dep,lite -count=1 -c -o test_binary ./tests
  Time (mean ± σ):      9.314 s ±  0.138 s    [User: 9.803 s, System: 3.450 s]
  Range (min … max):    9.038 s …  9.529 s    10 runs
```

=> 32% speedup.",OpenAI_Codex
902,perf,Optimize source file tree building,"## Summary
- avoid quadratic path lookups in `wf_project.build_source_files`

## Testing
- `pip install -e .` *(fails: Could not find a version that satisfies the requirement poetry-core)*

<!-- This is an auto-generated comment: release notes by coderabbit.ai -->

## Summary by CodeRabbit

- **Bug Fixes**
	- Improved reliability when handling file paths that contain duplicate directory names, ensuring correct directory checks in all cases.

<!-- end of auto-generated comment: release notes by coderabbit.ai -->",OpenAI_Codex
6882,perf,Improve Go concat type inference,"## Summary
- improve type inference for `concat` when compiling to Go
- avoid `_concat` helper for typed lists and use `append` instead

## Testing
- `go test ./... --vet=off`

------
https://chatgpt.com/codex/tasks/task_e_686e970d2b808320b337cd75d70f759b",OpenAI_Codex
6900,perf,Improve Go 'exists' builtin generation,"## Summary
- improve `exists` built‑in compilation to avoid runtime helper when types are known
- add tests for `exists` built‑in

## Testing
- `go test ./... --vet=off -run TestGoCompiler_ValidPrograms -count=1`

------
https://chatgpt.com/codex/tasks/task_e_686e9dd079b083208f090227e35162fb",OpenAI_Codex
634,perf,Optimize album art lookup,"## Summary
- remove repeated album art checks to reduce filesystem lookups
- document performance change in CHANGELOG

## Testing
- `php -l lib/Controller/ScannerController.php`
- `php -l CHANGELOG.md`


------
https://chatgpt.com/codex/tasks/task_e_687bffeca6748333b3adc08ce660fb03",OpenAI_Codex
522,perf,Improve indexing and sharing performance,"## Summary
- reduce O(n^2) scans in ReportService and DatasetService
- batch DOM updates when loading shares
- cache Context Chat availability lookup
- document changes in CHANGELOG

## Testing
- `phpunit -c phpunit.xml tests` *(fails: command not found)*

------
https://chatgpt.com/codex/tasks/task_e_687bffd7d0548333832157bcfc576eee",OpenAI_Codex
10727,perf,Improve ts transpiler,"## Summary
- update tasks progress
- better numeric boolean conversion

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_687c9b33475c832097bea66032822661",OpenAI_Codex
24,perf,Improve benchmark stability,"## Summary
- benchmark each scenario 20 times and average results
- note repeated runs in README

## Testing
- `npm test`",OpenAI_Codex
39,perf,Improve entity destroy performance,"## Summary
- optimize Entity.destroy to avoid creating new BitSet and iterating using an array
- simplify entityCycle benchmark to iterate query set directly

## Testing
- `npm run build`
- `npm run test`
- `npm run format`
",OpenAI_Codex
143,perf,Switch DeepEquals stack to ArrayDeque,"## Summary
- switch stack in `deepEquals` and `deepHashCode` from `LinkedList` to `ArrayDeque`
- update imports
- add helper to insert collections into stack

## Testing
- `mvn -q test` *(fails: `mvn` not found)*

------
https://chatgpt.com/codex/tasks/task_b_684dfa8f5374832a98fa248a2db0ddf5",OpenAI_Codex
3946,perf,Reduce map constant instructions,"## Summary
- remove `freshConst` and reuse constant registers for map and struct literals
- refresh VM IR golden files with optimized instructions
- optimize hash join register increments to reduce instruction count

## Testing
- `go test -tags slow ./tests/vm -run TestVM_IR`


------
https://chatgpt.com/codex/tasks/task_e_68610771c4cc8320b81dea13cf8d45f9",OpenAI_Codex
220,perf,Improve bulk file selection handling,"## Summary
- use file path strings for selection maps
- move bulk selection work to background dispatcher
- update selection logic to operate on path keys
- batch update large selections with yielding

## Testing
- `./gradlew assembleDebug` *(fails: SDK location not found)*

------
https://chatgpt.com/codex/tasks/task_e_6881464bcb60832d80ded62053ac13c8",OpenAI_Codex
8629,perf,Enhance Go backend left join,"## Summary
- improve Go compiler to special case left join with map lookup
- regenerate machine output for left_join
- regenerate tpch/q1 Go output
- document update in TASKS

## Testing
- `go test ./compiler/x/go -run ValidPrograms/left_join -tags slow`
- `go test ./compiler/x/go -run TestGoCompiler_TPCH/q1 -tags slow -update`


------
https://chatgpt.com/codex/tasks/task_e_68746832daa88320bfd1e0b391d558cb",OpenAI_Codex
8664,perf,Improve Python compiler struct reuse,"## Summary
- dedupe struct names across query compilation
- document progress in Python backend tasks and README
- regenerate Python machine outputs including TPCH q1

## Testing
- `go test ./compiler/x/python -tags slow -run TestCompilePrograms -count=1`


------
https://chatgpt.com/codex/tasks/task_e_68748c5135bc83208038140e4c99bc05",OpenAI_Codex
91,perf,Optimize tool agent prompt usage,"## Summary
- ensure orchestrator only sees concise instructions for each tool-agent
- list full tool schemas only when running tool agents directly
- add a flag for including tool schemas in RunSessionWithHook

## Testing
- `go test ./...` *(fails: Get ""https://proxy.golang.org/..."": Forbidden)*

------
https://chatgpt.com/codex/tasks/task_e_686c8e7ba8348328bed227e3063b0439",OpenAI_Codex
71,perf,Optimize enumerable error conversion,"## Summary
- avoid extra allocation when `Result`/`Result<T>` receive `IEnumerable<IError>`
- verify list instance is reused in enumerable overload
- update interface tests to expect list reuse

## Testing
- `dotnet test tests/LightResults.Tests/LightResults.Tests.csproj -f net9.0`

------
https://chatgpt.com/codex/tasks/task_e_686d80e2fda08328a5211858055522a7",OpenAI_Codex
347,perf,Use cached reflection APIs,"## Summary
- leverage `ReflectionUtils` caching for Java version queries
- use `ReflectionUtils` in `Unsafe`
- load OSGi classes with correct loader and cached reflection
- document reflection improvements in changelog

## Testing
- `mvn -q test` *(failed: mvn not found)*

------
https://chatgpt.com/codex/tasks/task_b_6858e6750b64832abc6979f1e5574a10",OpenAI_Codex
77,perf,Optimize Error.GetHashCode,"## Summary
- streamline hash calculation in `Error.GetHashCode`

## Testing
- `dotnet build LightResults.sln`
- `dotnet test tests/LightResults.Tests/LightResults.Tests.csproj -f net9.0`


------
https://chatgpt.com/codex/tasks/task_e_686d96cfd9ec8328b10af736593bf470",OpenAI_Codex
63,perf,Optimize Error.ToString,"## Summary
- reduce reflection in `Error.ToString` by using a cached constant name when the runtime type is `Error`

## Testing
- `dotnet test tests/LightResults.Tests/LightResults.Tests.csproj -f net9.0`

------
https://chatgpt.com/codex/tasks/task_e_686d811a65a08328b1e4cf4a125d3d2c",OpenAI_Codex
7113,perf,Improve C++ compiler runtime handling,"## Summary
- make C++ compiler emit JSON helpers only when needed
- automatically select standard library includes based on generated code

## Testing
- `go vet ./...`

------
https://chatgpt.com/codex/tasks/task_e_686f2f4e9c74832096d9d0143dbd512a",OpenAI_Codex
13469,perf,Core: timeoutQueue to TS,this is used by floors and currency; the set implementation may improve performance a bit,OpenAI_Codex
3168,perf,Optimize dataset query loops,"## Summary
- detect variables referenced by query predicates
- push down WHERE filters in dataset query loops
- test cross join predicate pushdown

## Testing
- `go test ./tests/vm -update`

------
https://chatgpt.com/codex/tasks/task_e_685bce1554e4832083407ebbd706ba6e",OpenAI_Codex
3949,perf,Optimize hash join code generation,"## Summary
- reduce bytecode size for simple inner joins
- add constant list length detection to skip unused branch

## Testing
- `go fmt ./...`
- `go test ./...`


------
https://chatgpt.com/codex/tasks/task_e_686113de63cc8320a8cae6b023442f01",OpenAI_Codex
809,perf,Optimize vector iteration,"## Summary
- reduce overhead in RangeIterator
",OpenAI_Codex
7367,perf,Improve Swift compiler,"## Summary
- refine Swift code generation for grouped queries

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_686fac0e09308320a100af9f653e14d7",OpenAI_Codex
146,perf,Avoid double wrapping keymap descriptions,"## Summary
- optimize keymap rendering by wrapping description text only once

## Testing
- `cargo check`
- `cargo test`


------
https://chatgpt.com/codex/tasks/task_e_6848fdb80910832a9920ad5b82ffa9e7",OpenAI_Codex
1102,perf,Optimize careless LM evaluation,"## Summary
- incorporate `DataLoader` for text windows
- store character ranges alongside examples
- add configuration options to trade memory for throughput
- batch suffix probability gathering to reduce host transfers

## Testing
- `python -m py_compile src/levanter/main/eval_careless_lm.py`
- `pytest -q` *(fails: ImportError while importing tests)*

------
https://chatgpt.com/codex/tasks/task_e_68841b9691448327bde32d2d8d99cfb0",OpenAI_Codex
250,perf,Optimize more layout hooks,"## Summary
- cache sidebar badge views in `AWEHPTopBarCTAItemView`
- cache alpha subviews in `AWEAwemeDetailNaviBarContainerView`
- cache avatar subviews in `AWEPlayInteractionUserAvatarView`
- cache button subviews for fullscreen hide in `IESLiveButton`
- retain prior cached views in tab bar hooks
- cache search indicator subviews in `AWESearchEntranceView`
- cache slide components in `AWEStoryProgressSlideView`
- cache comment container subview in `CommentInputContainerView`

## Testing
- `make` *(fails: No rule to make target '/tweak.mk')*
- `make test` *(fails: No rule to make target '/tweak.mk')*
- `pytest -q`

------
https://chatgpt.com/codex/tasks/task_b_68654716d28c832a999640a560148747",OpenAI_Codex
2266,perf,Improve retain performance,"## Summary
- refactor `Array::retain` to avoid repeated length lookups and reads

## Testing
- `moon fmt`
- `moon info`
- `moon check`
- `moon test`

------
https://chatgpt.com/codex/tasks/task_e_684ba864a968832085bc835c8821880c",OpenAI_Codex
2920,perf,perf: Add config option `enableResourceCache` to cache dashboard resources locally for faster loading in additional browser tabs,"## Summary
- add a service worker to cache dashboard bundles
- register the service worker in login and dashboard entry points

## Testing
- `npm test`
- `npm run lint`


------
https://chatgpt.com/codex/tasks/task_e_6878f529c7f0832db6628e25b01b9e02

<!-- This is an auto-generated comment: release notes by coderabbit.ai -->
## Summary by CodeRabbit

* **New Features**
  * Introduced an optional browser service worker to cache dashboard assets, improving load performance and enabling offline support for previously visited resources.
  * Added a configuration option to enable or disable the service worker via the dashboard settings.
  * Service worker automatically unregisters and clears cache when all dashboard tabs are closed to ensure updates are received.

* **Documentation**
  * Updated documentation to describe the new browser service worker feature and its configuration.
<!-- end of auto-generated comment: release notes by coderabbit.ai -->",OpenAI_Codex
2132,perf,Optimize collapsible performance,"## Summary
- avoid keeping heavy CodeMirror instances mounted when the code block is collapsed

## Testing
- `bun format`
- `bun lint` *(fails: `/usr/bin/bash: line 1: next: command not found`)*
- `bun test` *(fails to run tests: missing modules)*

------
https://chatgpt.com/codex/tasks/task_e_6847349ad2a483238b964fc3f9b9ef25
<!-- ELLIPSIS_HIDDEN -->

----

> [!IMPORTANT]
> Optimize performance by removing `forceMount` from `CollapsibleContent` in `collapsible-code-block.tsx` to prevent unnecessary DOM updates.
> 
>   - **Performance Optimization**:
>     - Removed `forceMount` from `CollapsibleContent` in `collapsible-code-block.tsx` to prevent expensive DOM updates when the collapsible is closed.
> 
> <sup>This description was created by </sup>[<img alt=""Ellipsis"" src=""https://img.shields.io/badge/Ellipsis-blue?color=175173"">](https://www.ellipsis.dev?ref=onlook-dev%2Fonlook&utm_source=github&utm_medium=referral)<sup> for 135cce399a98dab2717a851f15e3784ce1091fc2. You can [customize](https://app.ellipsis.dev/onlook-dev/settings/summaries) this summary. It will automatically update as commits are pushed.</sup>

<!-- ELLIPSIS_HIDDEN -->",OpenAI_Codex
13468,perf,Ix bid adapter: cache GPT slot lookups,trying to spped up the enormous ix bid adapter,OpenAI_Codex
14205,perf,14196 performance bottleneck fix,"## Summary
- cache ItemBatch and Stock references on Pharmacy fast retail sale operations

Closes #14196

------
https://chatgpt.com/codex/tasks/task_e_6884e0c4a494832f815c86b1f675cc78",OpenAI_Codex
3893,perf,Improve VM join performance,"## Summary
- optimize OpAppend to mutate lists in place when safe
- update query compilation to use in-place append for joins

## Testing
- `go test ./...`

------
https://chatgpt.com/codex/tasks/task_e_685f6a8120fc83208b4b3d7a0559b324",OpenAI_Codex
813,perf,Improve Wget builder defaults and reading efficiency,"## Summary
- use char buffer for better efficiency in `Wget.fetch`
- create default connection provider lazily in `Wget.Builder`
- document default value for `maxResponseBytes`

## Testing
- `mvn -q test` *(fails: `mvn: command not found`)*

------
https://chatgpt.com/codex/tasks/task_e_683bffad4210832994604d39bc13f86a",OpenAI_Codex
814,perf,Improve Wget builder defaults and reading efficiency,"## Summary
- use char buffer for better efficiency in `Wget.fetch`
- create default connection provider lazily in `Wget.Builder`
- document default value for `maxResponseBytes`
- update appendable exception test to match new fetch behaviour

## Testing
- `mvn -q test` *(fails: `mvn: command not found`)*

------
https://chatgpt.com/codex/tasks/task_e_683bffad4210832994604d39bc13f86a",OpenAI_Codex
1377,perf,[alpha_factory] Speed up Pareto front,"## Summary
- speed up Pareto front computation with a single scan
- increase performance test population size

## Testing
- `python check_env.py --auto-install`
- `pytest -q` *(fails: `tests/test_llm_cache.py` ValueError: Duplicated timeseries in CollectorRegistry)*
- `pre-commit run --files alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/src/utils/pareto.js alpha_factory_v1/demos/alpha_agi_insight_v1/insight_browser_v1/tests/test_plot_perf.py` *(failed to fetch hooks due to no network)*

------
https://chatgpt.com/codex/tasks/task_e_683caafc60688333b384bf4cebb229ef",OpenAI_Codex
1069,perf,Optimize group_match masking,"## Summary
- optimize boolean selection generation in `group_match`

## Testing
- `pytest static_frame/test/unit/test_type_blocks.py::TestUnit::test_type_blocks_group_match_b -q`
- `pytest static_frame/test/unit/test_type_blocks.py::TestUnit::test_type_blocks_group_match_c -q`
- `pytest static_frame/test/unit/test_type_blocks.py::TestUnit::test_type_blocks_group_match_d -q`
- `pytest static_frame/test/unit/test_type_blocks.py::TestUnit::test_type_blocks_group_match_e -q`
- `pytest static_frame/test/unit/test_type_blocks.py::TestUnit::test_type_blocks_group_match_f -q`
- `pytest static_frame/test/unit/test_type_blocks.py::TestUnit::test_type_blocks_group_sorted_d -q`


------
https://chatgpt.com/codex/tasks/task_e_683f4a25f6648332b235929991cd0db3",OpenAI_Codex
3666,perf,[alpha_factory] improve metrics server polling,"## Summary
- add restart logic for metrics test server
- show subprocess output when the server fails to start
- poll server readiness every 50ms for faster startup

## Testing
- `python scripts/check_python_deps.py`
- `python check_env.py --auto-install` *(failed: openai_agents missing __version__)*
- `pre-commit run --files tests/test_metrics.py` *(failed to initialize environment)*
- `pytest -k test_metrics -q` *(failed: Environment check failed)*

------
https://chatgpt.com/codex/tasks/task_e_687fd345af4c83338719b90b78f13115",OpenAI_Codex
3698,perf,Improve Swift compiler formatting,"## Summary
- enhance EnsureSwiftFormat to attempt Swift install
- trim trailing spaces in fallback formatter

## Testing
- `go test -tags slow ./compile/x/swift -run TestSwiftCompiler_GoldenOutput`
- `go test -tags slow ./compile/x/swift -run TestSwiftCompiler_GoldenOutput -update`


------
https://chatgpt.com/codex/tasks/task_e_685e46d229e08320bc99de395423c183",OpenAI_Codex
35,perf,Optimize koota benchmarks,"## Summary
- update `benchmarks/koota.js` to use direct store access via `useStores`
- cache queries for faster loops

## Testing
- `npm run format`
- `npm run bench`",OpenAI_Codex
194,perf,Improve UniqueIdGenerator,"## Summary
- use java.util.logging for internal logging
- reduce CPU spinning while waiting for next millisecond
- tighten exception handling when resolving server id
- document UniqueIdGenerator changes in changelog

## Testing
- `mvn -q test` *(failed: mvn not installed)*

------
https://chatgpt.com/codex/tasks/task_b_684e4803d480832a90d30ffe0cef390d",OpenAI_Codex
611,perf,Improve image response performance,"## Summary
- improve image response handling with stricter typing, content length and safer hashing
- document the change in the changelog

## Testing
- `php -l lib/Http/ImageResponse.php`
- `php -l lib/Controller/CoverController.php`
- `git ls-files '*.php' | xargs -I{} php -l {}`

------
https://chatgpt.com/codex/tasks/task_e_6872b90b728c83338f6f3e72abffcb6c",OpenAI_Codex
3266,perf,Update benchmarks and remove interpreter,"## Summary
- re-run benchmarks
- drop interpreter from benchmark runs
- rename `sum` to `sum_loop` in benchmark template to avoid builtin conflict

## Testing
- `make bench`

------
https://chatgpt.com/codex/tasks/task_e_685c2570de80832084386dd878106190",OpenAI_Codex
7,perf,Enhance tracker efficiency and add tests,"## Summary
- improve LK tracker efficiency and move timing logic
- ensure docstrings and comments use English only
- add simple unit tests for helper functions
- document how to run the tests

## Testing
- `python -m py_compile main.py common.py video.py tst_scene_render.py tests/test_common.py`
- `python -m unittest discover -s tests`

------
https://chatgpt.com/codex/tasks/task_e_684006eeb38c832dba4be4830d551514",OpenAI_Codex
